transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10905,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹34,459.79 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10906,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹493.38 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10907,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹3,020.42 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10908,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 90/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1136, your payment of ₹43,657.59 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10909,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,123.67 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10910,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1062, your payment of ₹44,410.13 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10911,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1039, your payment of ₹1,089.97 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10912,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,954.20 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10913,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 55/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1133, your payment of ₹1,031.71 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10914,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹5,742.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10915,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 95/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1165, your payment of ₹1,804.88 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
